	protein_sequence1	protein_sequence2	interaction
4171	1425	2544	1
4172	1431	2544	1
4173	1819	2427	1
4174	1171	2544	1
4175	2553	1881	1
4176	2553	878	1
4177	2553	1522	1
4178	1237	878	1
4179	1086	1218	1
4180	1086	1522	1
4181	2228	1743	1
4182	2228	144	1
4183	288	2677	1
4184	288	878	1
4185	1616	2490	1
4186	2149	2490	1
4187	258	2292	1
4188	258	1435	1
4189	258	2456	1
4190	142	1522	1
4191	1132	1743	1
4192	2051	2490	1
4193	587	80	1
4194	18	860	1
4195	1248	414	1
4196	2252	144	1
4197	1231	2333	1
4198	2613	1330	1
4199	1893	2544	1
4200	1893	860	1
4201	2141	1522	1
4202	207	163	1
4203	50	2544	1
4204	847	1881	1
4205	2068	2424	1
4206	908	531	1
4207	2460	1035	1
4208	2244	887	1
4209	2244	596	1
4210	2244	1522	1
4211	2244	610	1
4212	2244	1833	1
4213	988	2490	1
4214	2026	80	1
4215	2098	1522	1
4216	2332	2427	1
4217	2332	590	1
4218	1417	1743	1
4219	770	1078	1
4220	770	2632	1
4221	2665	2544	1
4222	1733	1218	1
4223	2082	163	1
4224	2082	1832	1
4225	1530	1078	1
4226	1530	2632	1
4227	1772	2490	1
4228	388	1738	1
4229	2123	2490	1
4230	1070	1895	1
4231	1070	638	1
4232	161	2490	1
4233	161	878	1
4234	161	144	1
4235	2142	2427	1
4236	2142	327	1
4237	2576	1738	1
4238	766	1924	1
4239	864	1078	1
4240	1943	1743	1
4241	1943	144	1
4242	2342	1522	1
4243	2595	2490	1
4244	2038	2594	1
4245	2710	414	1
4246	2443	272	1
4247	2505	80	1
4248	1074	878	1
4249	605	2544	1
4250	1631	1522	1
4251	1770	806	1
4252	1344	2102	1
4253	1751	2427	1
4254	1751	590	1
4255	2370	1522	1
4256	344	1079	1
4257	2187	1093	1
4258	1205	2205	1
4259	2181	878	1
4260	2181	1157	1
4261	958	2050	1
4262	2159	2490	1
4263	2474	209	1
4264	2268	1522	1
4265	1247	2544	1
4266	1247	1885	1
4267	1406	1330	1
4268	976	163	1
4269	443	327	1
4270	443	2427	1
4271	91	2544	1
4272	1483	1035	1
4273	2238	2456	1
4274	2233	80	1
4275	40	2490	1
4276	2477	2427	1
4277	2477	1355	1
4278	2477	590	1
4279	7	2427	1
4280	7	327	1
4281	7	1522	1
4282	552	1321	1
4283	798	1743	1
4284	2656	2673	1
4285	410	163	1
4286	410	2414	1
4287	444	2456	1
4288	2280	1569	1
4289	1595	1569	1
4290	1595	2102	1
4291	1595	1924	1
4292	197	335	1
4293	737	590	1
4294	2143	144	1
4295	583	1522	1
4296	845	1522	1
4297	1894	163	1
4298	1894	2414	1
4299	901	1924	1
4300	371	2379	1
4301	2197	2490	1
4302	1746	878	1
4303	1468	209	1
4304	2385	1924	1
4305	65	1738	1
4306	65	1218	1
4307	65	1522	1
4308	1482	463	1
4309	1482	2677	1
4310	1482	2498	1
4311	260	153	1
4312	2039	1895	1
4313	2039	638	1
4314	250	2427	1
4315	250	590	1
4316	1709	163	1
4317	1709	1078	1
4318	1709	1078	1
4319	1709	1078	1
4320	1709	1078	1
4321	1709	1078	1
4322	1709	2632	1
4323	2165	1522	1
4324	1952	1035	1
4325	1952	2693	1
4326	1952	463	1
4327	1952	2677	1
4328	817	463	1
4329	817	1157	1
4330	817	272	1
4331	817	1924	1
4332	817	2498	1
4333	1380	201	1
4334	141	2490	1
4335	2406	878	1
4336	147	2544	1
4337	147	1522	1
4338	1066	1738	1
4339	748	878	1
4340	1109	163	1
4341	549	272	1
4342	549	1522	1
4343	549	1924	1
4344	549	2594	1
4345	1336	1068	1
4346	1336	2594	1
4347	456	860	1
4348	167	1522	1
4349	337	2490	1
4350	479	610	1
4351	1033	2631	1
4352	1702	1522	1
4353	1741	860	1
4354	1162	878	1
4355	1162	1166	1
4356	2663	144	1
4357	789	1738	1
4358	1430	73	1
4359	1135	878	1
4360	1851	1166	1
4361	1835	828	1
4362	702	80	1
4363	1253	463	1
4364	1253	1078	1
4365	1253	2490	1
4366	1253	878	1
4367	2625	2427	1
4368	2625	590	1
4369	707	1218	1
4370	1464	2544	1
4371	2114	2266	1
4372	2114	201	1
4373	426	2427	1
4374	426	590	1
4375	2374	2072	1
4376	914	2456	1
4377	2399	1078	1
4378	2399	1078	1
4379	2399	1078	1
4380	2399	1078	1
4381	2399	2666	1
4382	417	1522	1
4383	1119	2427	1
4384	117	935	1
4385	117	983	1
4386	117	2616	1
4387	117	669	1
4388	117	2067	1
4389	117	813	1
4390	117	531	1
4391	117	185	1
4392	117	1062	1
4393	135	2490	1
4394	753	2490	1
4395	216	2490	1
4396	216	1522	1
4397	1926	1522	1
4398	1951	163	1
4399	551	1157	1
4400	708	2490	1
4401	1103	2436	1
4402	1190	2189	1
4403	1314	2631	1
4404	2353	1522	1
4405	2718	1522	1
4406	155	2436	1
4407	155	1738	1
4408	26	80	1
4409	1935	2490	1
4410	872	270	1
4411	872	1420	1
4412	1887	2544	1
4413	1499	80	1
4414	1822	2631	1
4415	1110	1078	1
4416	1110	1078	1
4417	1110	1078	1
4418	1110	1078	1
4419	1110	2632	1
4420	115	2677	1
4421	561	1522	1
4422	1194	2544	1
4423	1194	1522	1
4424	237	2456	1
4425	85	860	1
4426	1266	1522	1
4427	2475	2631	1
4428	1232	1743	1
4429	699	2490	1
4430	1484	163	1
4431	1449	860	1
4432	1865	2490	1
4433	985	878	1
4434	1164	2490	1
4435	2392	2544	1
4436	2392	1743	1
4437	1955	2544	1
4438	746	1522	1
4439	704	1569	1
4440	1717	463	1
4441	1717	163	1
4442	1717	1157	1
4443	1717	1068	1
4444	1717	272	1
4445	1717	1924	1
4446	1717	2498	1
4447	527	860	1
4448	1610	1522	1
4449	1609	144	1
4450	1609	2257	1
4451	418	2427	1
4452	418	590	1
4453	761	335	1
4454	761	641	1
4455	1627	2367	1
4456	482	1522	1
4457	2400	2544	1
4458	2400	1522	1
4459	1233	1522	1
4460	401	1743	1
4461	508	2544	1
4462	508	1522	1
4463	2573	2490	1
4464	1261	2490	1
4465	2183	73	1
4466	499	73	1
4467	378	2490	1
4468	2160	1079	1
4469	347	1743	1
4470	347	144	1
4471	2117	163	1
4472	2036	878	1
4473	1125	163	1
4474	1125	1522	1
4475	2083	2490	1
4476	2612	2693	1
4477	2	2427	1
4478	2	327	1
4479	2	1355	1
4480	1199	1738	1
4481	1199	1522	1
4482	1000	2490	1
4483	2254	1522	1
4484	2507	860	1
4485	2507	1078	1
4486	2507	2632	1
4487	950	1522	1
4488	466	1062	1
4489	63	2427	1
4490	63	590	1
4491	63	1355	1
4492	1240	2544	1
4493	1240	1522	1
4494	1240	73	1
4495	2320	2358	1
4496	2320	2428	1
4497	775	2544	1
4498	2652	1522	1
4499	2577	2128	1
4500	2577	2661	1
4501	2577	153	1
4502	2577	453	1
4503	2577	1506	1
4504	2577	1062	1
4505	2577	1878	1
4506	364	2687	1
4507	364	490	1
4508	364	406	1
4509	364	2153	1
4510	364	2427	1
4511	364	163	1
4512	364	502	1
4513	364	1844	1
4514	2572	1062	1
4515	148	1166	1
4516	2013	1607	1
4517	2486	590	1
4518	2486	2427	1
4519	2486	1355	1
4520	1575	264	1
4521	759	163	1
4522	93	2490	1
4523	841	2030	1
4524	873	805	1
4525	873	1062	1
4526	1026	80	1
4527	611	2427	1
4528	611	590	1
4529	259	1522	1
4530	751	2456	1
4531	779	1330	1
4532	607	1738	1
4533	1684	954	1
4534	1684	1297	1
4535	1684	2740	1
4536	1684	1142	1
4537	1684	1691	1
4538	1131	311	1
4539	2241	2544	1
4540	119	1218	1
4541	119	869	1
4542	644	163	1
4543	2591	163	1
4544	2382	1218	1
4545	2107	2490	1
4546	2107	1685	1
4547	584	163	1
4548	875	1079	1
4549	2324	1743	1
4550	2324	1079	1
4551	1090	1522	1
4552	2001	694	1
4553	855	694	1
4554	855	2490	1
4555	683	2427	1
4556	683	1355	1
4557	2146	2544	1
4558	2146	1522	1
4559	1397	163	1
4560	1397	2414	1
4561	1108	1781	1
4562	1108	2490	1
4563	1108	144	1
4564	1601	19	1
4565	1601	1738	1
4566	2500	564	1
4567	2654	153	1
4568	2654	590	1
4569	2654	2427	1
4570	2620	1629	1
4571	2620	2205	1
4572	200	73	1
4573	310	272	1
4574	310	1924	1
4575	2734	2490	1
4576	2641	1569	1
4577	2432	1629	1
4578	2649	2490	1
4579	2649	878	1
4580	2138	163	1
4581	1972	1743	1
4582	289	1522	1
4583	2531	1569	1
4584	2531	1924	1
4585	2531	869	1
4586	1956	2544	1
4587	1973	1743	1
4588	1973	144	1
4589	736	2677	1
4590	736	1078	1
4591	736	2632	1
4592	736	1743	1
4593	736	1522	1
4594	1429	2189	1
4595	1429	2490	1
4596	1477	2427	1
4597	1477	590	1
4598	1477	1355	1
4599	2169	2205	1
4600	2169	1078	1
4601	2169	878	1
4602	1635	163	1
4603	2709	2544	1
4604	2345	2677	1
4605	2345	1078	1
4606	2345	2632	1
4607	2345	1522	1
4608	1713	1522	1
4609	399	144	1
4610	868	1522	1
4611	2127	80	1
4612	851	2490	1
4613	2015	2456	1
4614	2015	144	1
4615	2685	463	1
4616	2685	869	1
4617	536	878	1
4618	1855	432	1
4619	1512	2490	1
4620	2343	1743	1
4621	2343	144	1
4622	483	2490	1
4623	483	1522	1
4624	1923	386	1
4625	1859	1629	1
4626	1784	878	1
4627	1784	1218	1
4628	1784	272	1
4629	1784	2498	1
4630	876	1062	1
4631	2608	2673	1
4632	2608	2677	1
4633	2608	2490	1
4634	2608	1522	1
4635	2608	1924	1
4636	2608	73	1
4637	2103	1522	1
4638	635	414	1
4639	628	2490	1
4640	2726	2072	1
4641	1590	2427	1
4642	1590	590	1
4643	1590	1355	1
4644	1590	1157	1
4645	1590	144	1
4646	1268	2427	1
4647	1268	327	1
4648	56	2205	1
4649	56	2673	1
4650	56	2677	1
4651	56	2427	1
4652	56	2490	1
4653	56	878	1
4654	56	1355	1
4655	56	1218	1
4656	56	1522	1
4657	56	1924	1
4658	56	73	1
4659	369	2427	1
4660	369	1355	1
4661	1942	2544	1
4662	919	860	1
4663	2248	2544	1
4664	1523	2544	1
4665	2356	2589	1
4666	2356	1738	1
4667	2356	1765	1
4668	2559	272	1
4669	2559	1924	1
4670	857	878	1
4671	1508	1522	1
4672	503	1522	1
4673	1028	860	1
4674	2444	2427	1
4675	2444	163	1
4676	1692	144	1
4677	1728	2490	1
4678	1728	878	1
4679	1514	1330	1
4680	2150	1395	1
4681	2150	153	1
4682	2150	1878	1
4683	1137	2490	1
4684	1707	1522	1
4685	2435	878	1
4686	1705	1522	1
4687	165	163	1
4688	1466	327	1
4689	1466	2427	1
4690	1141	1522	1
4691	1191	163	1
4692	1191	1157	1
4693	244	878	1
4694	244	1924	1
4695	2373	2544	1
4696	150	2422	1
4697	2040	1035	1
4698	1202	463	1
4699	1202	1522	1
4700	2075	2063	1
4701	612	2673	1
4702	612	2490	1
4703	2361	2292	1
4704	2361	1078	1
4705	2361	2456	1
4706	2361	2063	1
4707	1405	80	1
4708	1877	1166	1
4709	2410	1035	1
4710	2410	1048	1
4711	2410	1752	1
4712	2410	1533	1
4713	2410	1745	1
4714	2410	1218	1
4715	1456	1781	1
4716	1456	2544	1
4717	1456	1522	1
4718	1538	1522	1
4719	108	1157	1
4720	2672	806	1
4721	1615	878	1
4722	1790	2205	1
4723	1790	2490	1
4724	1790	878	1
4725	352	2544	1
4726	82	1522	1
4727	688	2544	1
4728	688	1522	1
4729	1318	1522	1
4730	1828	1655	1
4731	280	2490	1
4732	280	1522	1
4733	2560	1522	1
4734	2220	2677	1
4735	2220	1078	1
4736	2220	2632	1
4737	2220	1522	1
4738	2220	1736	1
4739	2220	1792	1
4740	296	144	1
4741	245	2257	1
4742	395	80	1
4743	1991	2253	1
4744	548	2168	1
4745	548	497	1
4746	990	1522	1
4747	903	1743	1
4748	1700	1743	1
4749	2690	2456	1
4750	1666	1738	1
4751	129	1738	1
4752	2547	1218	1
4753	2223	2490	1
4754	776	878	1
4755	180	2490	1
4756	180	2456	1
4757	1281	1522	1
4758	1225	2693	1
4759	1225	570	1
4760	1225	570	1
4761	2232	272	1
4762	2232	1924	1
4763	797	163	1
4764	2222	163	1
4765	1674	1522	0
4766	1159	1522	0
4767	1083	1522	0
4768	2730	1522	0
4769	1491	1522	0
4770	900	1522	0
4771	1195	1522	0
4772	1940	1522	0
4773	2562	1522	0
4774	1095	1522	0
4775	2311	1522	0
4776	2546	1522	0
4777	496	1522	0
4778	678	1522	0
4779	302	1522	0
4780	2530	1522	0
4781	2300	1522	0
4782	10	1522	0
4783	550	1522	0
4784	2177	1522	0
4785	530	1522	0
4786	710	1522	0
4787	1788	1522	0
4788	1628	1522	0
4789	1931	1522	0
4790	2506	1522	0
4791	2604	1522	0
4792	894	1522	0
4793	840	1522	0
4794	450	1522	0
4795	542	1522	0
4796	2264	1522	0
4797	1229	1522	0
4798	563	1522	0
4799	433	1522	0
4800	1143	1522	0
4801	1853	1522	0
4802	2598	1522	0
4803	275	1522	0
4804	1779	1522	0
4805	2218	1522	0
4806	863	1522	0
4807	764	1522	0
4808	1706	1522	0
4809	2440	1522	0
4810	2593	1522	0
4811	1434	1522	0
4812	2515	1522	0
4813	941	1522	0
4814	175	1522	0
4815	1949	1522	0
4816	441	1522	0
4817	810	1522	0
4818	986	1522	0
4819	435	1522	0
4820	2493	1522	0
4821	614	1522	0
4822	728	1522	0
4823	2195	1522	0
4824	1129	1522	0
4825	800	1522	0
4826	2563	1522	0
4827	834	1522	0
4828	114	1522	0
4829	888	1522	0
4830	578	1522	0
4831	1703	1522	0
4832	2032	1522	0
4833	946	1522	0
4834	2597	1522	0
4835	818	1522	0
4836	1824	1522	0
4837	1960	1522	0
4838	955	1522	0
4839	2386	1522	0
4840	1549	1522	0
4841	1543	1522	0
4842	730	1522	0
4843	1039	1522	0
4844	606	1522	0
4845	1879	1522	0
4846	1843	1522	0
4847	655	1522	0
4848	1846	1522	0
4849	673	1522	0
4850	1958	1522	0
4851	1669	1522	0
4852	662	1522	0
4853	2602	1522	0
4854	1312	1522	0
4855	2564	1522	0
4856	2446	1522	0
4857	1167	1522	0
4858	1862	1522	0
4859	639	1522	0
4860	819	1522	0
4861	1748	1522	0
4862	262	1522	0
4863	2670	1522	0
4864	940	1522	0
4865	1052	1522	0
4866	203	1522	0
4867	1800	1522	0
4868	1777	1522	0
4869	1184	1522	0
4870	2344	1522	0
4871	1329	1522	0
4872	1910	1522	0
4873	1816	1522	0
4874	1823	1522	0
4875	814	1522	0
4876	1386	1522	0
4877	2657	1522	0
4878	2618	1522	0
4879	1178	1522	0
4880	2447	1522	0
4881	565	1522	0
4882	2251	1522	0
4883	2046	1522	0
4884	2512	1522	0
4885	489	1522	0
4886	967	1522	0
4887	593	1522	0
4888	1989	1522	0
4889	368	1522	0
4890	1350	1522	0
4891	2389	1522	0
4892	1969	1522	0
4893	2289	1522	0
4894	2496	1522	0
4895	1868	1522	0
4896	1619	1522	0
4897	480	1522	0
4898	1503	1522	0
4899	33	1522	0
4900	396	1522	0
4901	2182	1522	0
4902	2457	1522	0
4903	2445	1522	0
4904	1966	1522	0
4905	1292	1522	0
4906	2568	1522	0
4907	1238	1522	0
4908	279	1522	0
4909	820	1522	0
4910	532	1522	0
4911	1442	1522	0
4912	1254	1522	0
4913	84	1522	0
4914	2611	1522	0
4915	2611	1522	0
4916	1436	1522	0
4917	982	1522	0
4918	861	1522	0
4919	910	1522	0
4920	2711	1522	0
4921	362	1522	0
4922	1650	1522	0
4923	2011	1522	0
4924	1838	1522	0
4925	1904	1522	0
4926	283	1522	0
4927	8	1522	0
4928	2158	1522	0
4929	2686	1522	0
4930	1427	1522	0
4931	1409	1522	0
4932	1057	1522	0
4933	2087	1522	0
4934	1465	1522	0
4935	1690	1522	0
4936	2517	1522	0
4937	1664	1522	0
4938	2578	1522	0
4939	1410	1522	0
4940	193	1522	0
4941	2066	1522	0
4942	1311	1522	0
4943	1825	1522	0
4944	1632	1522	0
4945	1858	1522	0
4946	2084	1522	0
4947	304	1522	0
4948	152	1522	0
4949	1399	1522	0
4950	1443	1522	0
4951	228	1522	0
4952	2372	1522	0
4953	1854	1522	0
4954	357	1522	0
4955	692	1522	0
4956	859	1522	0
4957	1520	1522	0
4958	70	1522	0
4959	2228	1522	0
4960	1132	1522	0
4961	2252	1522	0
4962	1417	1522	0
4963	161	1522	0
4964	1943	1522	0
4965	958	1522	0
4966	798	1522	0
4967	1547	1522	0
4968	620	1522	0
4969	2143	1522	0
4970	371	1522	0
4971	2663	1522	0
4972	1232	1522	0
4973	2392	1522	0
4974	1609	1522	0
4975	401	1522	0
4976	347	1522	0
4977	1131	1522	0
4978	2324	1522	0
4979	1108	1522	0
4980	1972	1522	0
4981	1973	1522	0
4982	399	1522	0
4983	2015	1522	0
4984	2343	1522	0
4985	1590	1522	0
4986	1692	1522	0
4987	2410	1522	0
4988	296	1522	0
4989	903	1522	0
4990	1700	1522	0
4991	2611	453	0
4992	1232	453	0
4993	2218	453	0
4994	2493	453	0
4995	1169	453	0
4996	2563	453	0
4997	1650	453	0
4998	368	453	0
4999	1132	453	0
5000	1868	453	0
5001	1858	453	0
5002	2158	453	0
5003	114	453	0
5004	1972	453	0
5005	941	335	0
5006	2228	335	0
5007	77	335	0
5008	999	335	0
5009	1543	335	0
5010	496	335	0
5011	946	335	0
5012	578	335	0
5013	1409	335	0
5014	508	335	0
5015	1628	335	0
5016	1972	1395	0
5017	967	1395	0
5018	433	1395	0
5019	1838	1395	0
5020	1628	1062	0
5021	1614	1062	0
5022	1491	1062	0
5023	450	1062	0
5024	1931	1062	0
5025	433	1062	0
5026	818	1062	0
5027	193	1062	0
5028	1131	1062	0
5029	606	1062	0
5030	396	1062	0
5031	530	1062	0
5032	1816	1062	0
5033	2410	1062	0
5034	2054	1062	0
5035	2355	1062	0
5036	941	1062	0
5037	565	1062	0
5038	2602	1062	0
5039	401	1062	0
5040	1329	835	0
5041	888	835	0
5042	137	835	0
5043	137	835	0
5044	2515	835	0
5045	2598	835	0
5046	1520	835	0
5047	215	144	0
5048	2231	144	0
5049	1537	144	0
5050	1167	144	0
5051	210	144	0
5052	309	144	0
5053	2739	144	0
5054	48	144	0
5055	2535	144	0
5056	571	144	0
5057	1687	144	0
5058	579	144	0
5059	199	144	0
5060	409	144	0
5061	583	144	0
5062	2383	144	0
5063	2480	144	0
5064	1954	144	0
5065	2495	144	0
5066	1919	144	0
5067	1104	144	0
5068	149	144	0
5069	1328	144	0
5070	1553	144	0
5071	98	144	0
5072	2275	144	0
5073	560	144	0
5074	1168	144	0
5075	2454	144	0
5076	2352	144	0
5077	1624	144	0
5078	948	144	0
5079	1498	144	0
5080	1521	144	0
5081	2638	144	0
5082	1653	144	0
5083	821	144	0
5084	404	144	0
5085	779	144	0
5086	1771	144	0
5087	830	144	0
5088	2497	144	0
5089	2566	144	0
5090	1374	144	0
5091	972	144	0
5092	1	144	0
5093	728	144	0
5094	2377	144	0
5095	2607	144	0
5096	986	144	0
5097	2396	144	0
5098	1843	144	0
5099	143	144	0
5100	2085	144	0
5101	355	144	0
5102	25	144	0
5103	486	144	0
5104	2116	144	0
5105	535	144	0
5106	1620	144	0
5107	2210	144	0
5108	1621	144	0
5109	1400	144	0
5110	2365	144	0
5111	1470	144	0
5112	1350	144	0
5113	1086	144	0
5114	2573	144	0
5115	1557	144	0
5116	992	144	0
5117	173	144	0
5118	681	144	0
5119	666	144	0
5120	1284	144	0
5121	1775	144	0
5122	2197	144	0
5123	479	144	0
5124	2718	144	0
5125	514	144	0
5126	16	144	0
5127	483	144	0
5128	1036	144	0
5129	2151	144	0
5130	749	144	0
5131	2035	144	0
5132	2273	144	0
5133	109	144	0
5134	412	144	0
5135	1508	144	0
5136	195	144	0
5137	1622	144	0
5138	1064	144	0
5139	995	144	0
5140	2432	1743	0
5141	1459	1743	0
5142	1290	1743	0
5143	909	1743	0
5144	2322	1743	0
5145	64	1743	0
5146	1401	1743	0
5147	2547	1743	0
5148	544	1743	0
5149	1675	1743	0
5150	2567	1743	0
5151	1990	1743	0
5152	1604	1743	0
5153	2622	1743	0
5154	1556	1743	0
5155	597	1743	0
5156	611	1743	0
5157	487	1743	0
5158	1790	1743	0
5159	2148	1743	0
5160	598	1743	0
5161	2493	1743	0
5162	1591	1743	0
5163	2734	1743	0
5164	968	1743	0
5165	1389	1743	0
5166	592	1743	0
5167	672	1743	0
5168	2375	1743	0
5169	2353	1743	0
5170	176	1743	0
5171	2664	1743	0
5172	1753	1743	0
5173	1476	1743	0
5174	1105	1743	0
5175	1759	1743	0
5176	323	1743	0
5177	1920	1743	0
5178	1841	1743	0
5179	2448	1743	0
5180	2313	1743	0
5181	2273	1743	0
5182	877	1743	0
5183	2183	1743	0
5184	363	1743	0
5185	1929	1743	0
5186	55	1743	0
5187	1376	1743	0
5188	462	1743	0
5189	1076	1743	0
5190	1486	1743	0
5191	2134	1743	0
5192	2359	1743	0
5193	2420	1743	0
5194	2458	1743	0
5195	728	1743	0
5196	1197	1743	0
5197	1016	1743	0
5198	20	1743	0
5199	207	1743	0
5200	102	1743	0
5201	750	1743	0
5202	782	1743	0
5203	1352	1743	0
5204	1208	1743	0
5205	1914	1743	0
5206	709	1743	0
5207	2591	1743	0
5208	1758	1743	0
5209	1865	1743	0
5210	169	1743	0
5211	794	1743	0
5212	2417	1743	0
5213	422	1743	0
5214	1233	1743	0
5215	173	1743	0
5216	2520	1743	0
5217	1707	1743	0
5218	1480	1743	0
5219	2265	1743	0
5220	146	1743	0
5221	2307	1743	0
5222	2523	1743	0
5223	1124	1743	0
5224	1498	1743	0
5225	416	1743	0
5226	191	1743	0
5227	1009	1743	0
5228	1638	1743	0
5229	2082	1743	0
5230	38	1743	0
5231	2154	1743	0
5232	1477	1743	0
5233	895	1743	0
5234	1823	1743	0
5235	227	1743	0
5236	195	1743	0
5237	443	1743	0
5238	1002	1743	0
5239	159	1743	0
5240	2396	1743	0
5241	449	1743	0
5242	494	1743	0
5243	2674	1743	0
5244	990	1743	0
5245	2685	1743	0
5246	1442	2376	0
5247	1634	2376	0
5248	362	2376	0
5249	1465	2376	0
5250	1614	2376	0
5251	2598	1319	0
5252	2493	1319	0
5253	2593	1319	0
5254	1169	1319	0
5255	1972	1319	0
5256	606	1319	0
5257	1520	1319	0
5258	1853	1319	0
5259	1311	1319	0
5260	675	1319	0
5261	2546	1319	0
5262	764	1319	0
5263	279	1319	0
5264	1238	1319	0
5265	489	1319	0
5266	542	1319	0
5267	1108	1319	0
5268	1491	1319	0
5269	1931	1319	0
5270	1417	1319	0
5271	903	1319	0
5272	203	1319	0
5273	2015	463	0
5274	903	463	0
5275	2611	463	0
5276	203	463	0
5277	1674	463	0
5278	767	463	0
5279	2623	463	0
5280	1254	463	0
5281	193	463	0
5282	2066	463	0
5283	909	463	0
5284	10	463	0
5285	1846	463	0
5286	1057	463	0
5287	2593	463	0
5288	1788	463	0
5289	2670	463	0
5290	1619	463	0
5291	152	463	0
5292	2447	463	0
5293	2711	463	0
5294	1777	463	0
5295	1232	463	0
5296	986	463	0
5297	1417	463	0
5298	2046	463	0
5299	304	463	0
5300	2730	463	0
5301	2264	463	0
5302	2252	463	0
5303	92	463	0
5304	1853	463	0
5305	2158	463	0
5306	2058	463	0
5307	1095	463	0
5308	2598	463	0
5309	2512	463	0
5310	77	463	0
5311	450	463	0
5312	818	463	0
5313	480	463	0
5314	2496	463	0
5315	2218	463	0
5316	161	463	0
5317	1547	463	0
5318	2143	463	0
5319	1491	463	0
5320	2506	463	0
5321	1399	463	0
5322	614	463	0
5323	1329	463	0
5324	675	463	0
5325	1131	463	0
5326	2182	463	0
5327	1427	463	0
5328	1690	463	0
5329	678	463	0
5330	1854	463	0
5331	1904	463	0
5332	861	463	0
5333	1973	463	0
5334	1350	463	0
5335	1838	463	0
5336	2228	463	0
5337	1966	463	0
5338	2546	463	0
5339	1868	463	0
5340	565	463	0
5341	1950	463	0
5342	2054	463	0
5343	399	463	0
5344	2032	463	0
5345	692	463	0
5346	730	463	0
5347	435	463	0
5348	2177	463	0
5349	550	463	0
5350	728	463	0
5351	1614	463	0
5352	1816	463	0
5353	1312	463	0
5354	302	463	0
5355	1748	463	0
5356	1442	463	0
5357	798	463	0
5358	137	463	0
5359	2084	463	0
5360	1940	463	0
5361	1632	463	0
5362	840	463	0
5363	999	463	0
5364	620	463	0
5365	1410	463	0
5366	1664	463	0
5367	578	463	0
5368	357	463	0
5369	1195	463	0
5370	1958	463	0
5371	1931	463	0
5372	1129	463	0
5373	736	463	0
5374	496	463	0
5375	563	463	0
5376	2446	463	0
5377	1843	463	0
5378	1943	463	0
5379	1825	463	0
5380	1443	463	0
5381	2568	463	0
5382	1543	463	0
5383	347	463	0
5384	2392	463	0
5385	2686	463	0
5386	1824	463	0
5387	228	463	0
5388	1706	463	0
5389	441	463	0
5390	175	463	0
5391	2343	463	0
5392	982	463	0
5393	1229	463	0
5394	2517	463	0
5395	2440	463	0
5396	1989	463	0
5397	2344	463	0
5398	1609	463	0
5399	1132	463	0
5400	2564	463	0
5401	532	463	0
5402	2578	463	0
5403	606	463	0
5404	1409	463	0
5405	1590	463	0
5406	2618	463	0
5407	2597	463	0
5408	2604	463	0
5409	2372	463	0
5410	1703	463	0
5411	1862	463	0
5412	489	463	0
5413	1650	463	0
5414	2355	463	0
5415	1409	1881	0
5416	1286	1881	0
5417	296	1881	0
5418	2515	1881	0
5419	433	1881	0
5420	1311	1881	0
5421	1131	1881	0
5422	1547	1881	0
5423	2087	1881	0
5424	999	1881	0
5425	2546	1881	0
5426	1232	1881	0
5427	1692	1881	0
5428	909	1881	0
5429	982	1881	0
5430	958	1881	0
5431	1650	1881	0
5432	2447	1881	0
5433	2324	1881	0
5434	77	1881	0
5435	2496	1881	0
5436	193	1881	0
5437	228	1881	0
5438	2506	1881	0
5439	2300	1881	0
5440	1823	1881	0
5441	1690	1881	0
5442	2054	1881	0
5443	1904	1881	0
5444	1083	1881	0
5445	1129	1881	0
5446	2593	1881	0
5447	1520	1881	0
5448	550	1881	0
5449	1966	1881	0
5450	362	1881	0
5451	2058	1881	0
5452	1399	1881	0
5453	1399	1881	0
5454	2602	1881	0
5455	1879	1881	0
5456	161	1881	0
5457	1960	1881	0
5458	2054	809	0
5459	1854	809	0
5460	302	809	0
5461	863	809	0
5462	2343	809	0
5463	1549	809	0
5464	565	2221	0
5465	347	2221	0
5466	1095	2221	0
5467	863	2221	0
5468	1779	2221	0
5469	2517	2221	0
5470	2562	2221	0
5471	1329	1540	0
5472	1409	1540	0
5473	1690	1540	0
5474	946	1166	0
5475	1434	1166	0
5476	1816	1166	0
5477	1940	1166	0
5478	2623	1166	0
5479	2389	1166	0
5480	2300	1166	0
5481	84	1166	0
5482	692	1166	0
5483	2054	1166	0
5484	2530	1166	0
5485	1879	1166	0
5486	863	1166	0
5487	678	1166	0
5488	1700	1166	0
5489	304	1166	0
5490	593	1166	0
5491	1669	1166	0
5492	203	1166	0
5493	1960	1166	0
5494	840	1166	0
5495	1910	1166	0
5496	655	1166	0
5497	2512	1166	0
5498	2597	1166	0
5499	2218	1166	0
5500	1159	1166	0
5501	1232	1166	0
5502	1184	1166	0
5503	1229	1166	0
5504	92	1166	0
5505	2084	1166	0
5506	8	1166	0
5507	70	1166	0
5508	1409	1166	0
5509	1108	1166	0
5510	2251	73	0
5511	10	73	0
5512	1117	73	0
5513	203	73	0
5514	710	73	0
5515	161	73	0
5516	2546	73	0
5517	1132	73	0
5518	1131	73	0
5519	2343	73	0
5520	2445	73	0
5521	606	73	0
5522	2087	73	0
5523	1465	73	0
5524	1777	73	0
5525	2657	73	0
5526	1167	73	0
5527	542	73	0
