	protein_sequence1	protein_sequence2	interaction
4196	1763	48	1
4197	1218	2197	1
4198	962	2671	1
4199	675	60	1
4200	675	383	1
4201	348	2553	1
4202	432	291	1
4203	986	60	1
4204	1003	1682	1
4205	1102	1558	1
4206	926	2147	1
4207	306	186	1
4208	1163	2537	1
4209	1163	422	1
4210	1163	2553	1
4211	1163	226	1
4212	1163	1522	1
4213	587	826	1
4214	2474	1171	1
4215	1939	2553	1
4216	2702	2047	1
4217	2702	677	1
4218	1325	2226	1
4219	58	617	1
4220	58	1122	1
4221	1165	60	1
4222	1081	355	1
4223	175	291	1
4224	175	833	1
4225	606	617	1
4226	606	1122	1
4227	478	826	1
4228	512	2487	1
4229	829	826	1
4230	2430	2351	1
4231	2430	1212	1
4232	397	826	1
4233	397	1984	1
4234	397	48	1
4235	2415	2047	1
4236	2415	1402	1
4237	1283	2487	1
4238	2046	1229	1
4239	598	617	1
4240	1849	2226	1
4241	1849	48	1
4242	1649	2553	1
4243	1623	826	1
4244	1899	603	1
4245	1210	1395	1
4246	2282	456	1
4247	1151	1171	1
4248	1856	1984	1
4249	476	60	1
4250	1037	2553	1
4251	1906	1901	1
4252	493	333	1
4253	2345	2047	1
4254	2345	677	1
4255	795	2553	1
4256	1962	1234	1
4257	414	1106	1
4258	751	1646	1
4259	806	1984	1
4260	806	2052	1
4261	1438	713	1
4262	399	826	1
4263	1836	2037	1
4264	234	2553	1
4265	1896	60	1
4266	1896	1635	1
4267	102	2671	1
4268	2669	291	1
4269	2025	1402	1
4270	2025	2047	1
4271	190	60	1
4272	1354	186	1
4273	1554	1101	1
4274	2242	1171	1
4275	1520	826	1
4276	1515	2047	1
4277	1515	336	1
4278	1515	677	1
4279	1384	2047	1
4280	1384	1402	1
4281	1384	2553	1
4282	2690	708	1
4283	1741	2226	1
4284	2457	2220	1
4285	1404	291	1
4286	1404	1293	1
4287	2188	1101	1
4288	266	1427	1
4289	65	1427	1
4290	65	333	1
4291	65	1229	1
4292	208	936	1
4293	681	677	1
4294	2670	48	1
4295	382	2553	1
4296	365	2553	1
4297	1654	291	1
4298	1654	1293	1
4299	2123	1229	1
4300	1092	423	1
4301	2695	826	1
4302	2440	1984	1
4303	768	2037	1
4304	2256	1229	1
4305	1471	2487	1
4306	1471	355	1
4307	1471	2553	1
4308	475	1365	1
4309	475	683	1
4310	475	45	1
4311	1500	23	1
4312	662	2351	1
4313	662	1212	1
4314	2259	2047	1
4315	2259	677	1
4316	2445	291	1
4317	2445	617	1
4318	2445	617	1
4319	2445	617	1
4320	2445	617	1
4321	2445	617	1
4322	2445	1122	1
4323	938	2553	1
4324	2103	186	1
4325	2103	1484	1
4326	2103	1365	1
4327	2103	683	1
4328	2725	1365	1
4329	2725	2052	1
4330	2725	456	1
4331	2725	1229	1
4332	2725	45	1
4333	1145	676	1
4334	1137	826	1
4335	137	1984	1
4336	1491	60	1
4337	1491	2553	1
4338	487	2487	1
4339	51	1984	1
4340	392	291	1
4341	1527	456	1
4342	1527	2553	1
4343	1527	1229	1
4344	1527	603	1
4345	1608	1798	1
4346	1608	603	1
4347	1166	383	1
4348	2225	2553	1
4349	1981	826	1
4350	302	226	1
4351	982	744	1
4352	1362	2553	1
4353	176	383	1
4354	1396	1984	1
4355	1396	477	1
4356	211	48	1
4357	575	2487	1
4358	2290	742	1
4359	406	1984	1
4360	877	477	1
4361	1391	2313	1
4362	781	1171	1
4363	1568	1365	1
4364	1568	617	1
4365	1568	826	1
4366	1568	1984	1
4367	268	2047	1
4368	268	677	1
4369	300	355	1
4370	605	60	1
4371	1900	2240	1
4372	1900	676	1
4373	904	2047	1
4374	904	677	1
4375	1647	1403	1
4376	654	1101	1
4377	2466	617	1
4378	2466	617	1
4379	2466	617	1
4380	2466	617	1
4381	2466	616	1
4382	237	2553	1
4383	1637	2047	1
4384	1291	2493	1
4385	1291	394	1
4386	1291	1948	1
4387	1291	2104	1
4388	1291	85	1
4389	1291	1903	1
4390	1291	2147	1
4391	1291	1711	1
4392	1291	2495	1
4393	2409	826	1
4394	398	826	1
4395	1358	826	1
4396	1358	2553	1
4397	792	2553	1
4398	2084	291	1
4399	533	2052	1
4400	1674	826	1
4401	2384	1312	1
4402	1738	2302	1
4403	1946	744	1
4404	2038	2553	1
4405	35	2553	1
4406	2596	1312	1
4407	2596	2487	1
4408	915	1171	1
4409	2732	826	1
4410	1277	43	1
4411	1277	2604	1
4412	523	60	1
4413	2307	1171	1
4414	1883	744	1
4415	1357	617	1
4416	1357	617	1
4417	1357	617	1
4418	1357	617	1
4419	1357	1122	1
4420	212	683	1
4421	557	2553	1
4422	746	60	1
4423	746	2553	1
4424	1109	1101	1
4425	2411	383	1
4426	2485	2553	1
4427	704	744	1
4428	2215	2226	1
4429	2329	826	1
4430	2317	291	1
4431	1473	383	1
4432	890	826	1
4433	1832	1984	1
4434	1833	826	1
4435	2414	60	1
4436	2414	2226	1
4437	694	60	1
4438	2543	2553	1
4439	1729	1427	1
4440	919	1365	1
4441	919	291	1
4442	919	2052	1
4443	919	1798	1
4444	919	456	1
4445	919	1229	1
4446	919	45	1
4447	2291	383	1
4448	1018	2553	1
4449	2305	48	1
4450	2305	1789	1
4451	720	2047	1
4452	720	677	1
4453	2396	936	1
4454	2396	297	1
4455	653	2148	1
4456	1087	2553	1
4457	817	60	1
4458	817	2553	1
4459	2374	2553	1
4460	2332	2226	1
4461	824	60	1
4462	824	2553	1
4463	2597	826	1
4464	2608	826	1
4465	924	742	1
4466	2336	742	1
4467	1612	826	1
4468	2146	1234	1
4469	2645	2226	1
4470	2645	48	1
4471	71	291	1
4472	1860	1984	1
4473	931	291	1
4474	931	2553	1
4475	2152	826	1
4476	1421	1484	1
4477	1416	2047	1
4478	1416	1402	1
4479	1416	336	1
4480	1757	2487	1
4481	1757	2553	1
4482	988	826	1
4483	1041	2553	1
4484	113	383	1
4485	113	617	1
4486	113	1122	1
4487	1468	2553	1
4488	2281	2495	1
4489	880	2047	1
4490	880	677	1
4491	880	336	1
4492	2387	60	1
4493	2387	2553	1
4494	2387	742	1
4495	42	2354	1
4496	42	1669	1
4497	2250	60	1
4498	1159	2553	1
4499	489	149	1
4500	489	2644	1
4501	489	23	1
4502	489	100	1
4503	489	1526	1
4504	489	2495	1
4505	489	1743	1
4506	1481	2580	1
4507	1481	2208	1
4508	1481	810	1
4509	1481	823	1
4510	1481	2047	1
4511	1481	291	1
4512	1481	899	1
4513	1481	625	1
4514	531	2495	1
4515	353	477	1
4516	1382	1061	1
4517	94	677	1
4518	94	2047	1
4519	94	336	1
4520	1702	2567	1
4521	138	291	1
4522	46	826	1
4523	469	1921	1
4524	2675	1310	1
4525	2675	2495	1
4526	240	1171	1
4527	1040	2047	1
4528	1040	677	1
4529	2255	2553	1
4530	34	1101	1
4531	1075	2671	1
4532	409	2487	1
4533	767	1021	1
4534	767	2331	1
4535	767	1085	1
4536	767	2492	1
4537	767	1758	1
4538	1355	901	1
4539	2082	60	1
4540	2607	355	1
4541	2607	1841	1
4542	834	291	1
4543	2274	291	1
4544	698	355	1
4545	2712	826	1
4546	2712	711	1
4547	2333	291	1
4548	1817	1234	1
4549	1148	2226	1
4550	1148	1234	1
4551	1657	2553	1
4552	410	1628	1
4553	2263	1628	1
4554	2263	826	1
4555	536	2047	1
4556	536	336	1
4557	485	60	1
4558	485	2553	1
4559	1214	291	1
4560	1214	1293	1
4561	2207	1337	1
4562	2207	826	1
4563	2207	48	1
4564	1627	935	1
4565	1627	2487	1
4566	2258	312	1
4567	455	23	1
4568	455	677	1
4569	455	2047	1
4570	651	1559	1
4571	651	1646	1
4572	1528	742	1
4573	2009	456	1
4574	2009	1229	1
4575	1195	826	1
4576	1787	1427	1
4577	2334	1559	1
4578	2471	826	1
4579	2471	1984	1
4580	1274	291	1
4581	1156	2226	1
4582	2292	2553	1
4583	872	1427	1
4584	872	1229	1
4585	872	1841	1
4586	2096	60	1
4587	1422	2226	1
4588	1422	48	1
4589	1767	683	1
4590	1767	617	1
4591	1767	1122	1
4592	1767	2226	1
4593	1767	2553	1
4594	1662	2302	1
4595	1662	826	1
4596	2311	2047	1
4597	2311	677	1
4598	2311	336	1
4599	1103	1646	1
4600	1103	617	1
4601	1103	1984	1
4602	2715	291	1
4603	2639	60	1
4604	2677	683	1
4605	2677	617	1
4606	2677	1122	1
4607	2677	2553	1
4608	1436	2553	1
4609	1008	48	1
4610	987	2553	1
4611	1108	1171	1
4612	2164	826	1
4613	448	1101	1
4614	448	48	1
4615	2700	1365	1
4616	2700	1841	1
4617	1825	1984	1
4618	2372	2391	1
4619	571	826	1
4620	634	2226	1
4621	634	48	1
4622	1641	826	1
4623	1641	2553	1
4624	1476	2528	1
4625	321	1559	1
4626	2218	1984	1
4627	2218	355	1
4628	2218	456	1
4629	2218	45	1
4630	18	2495	1
4631	64	2220	1
4632	64	683	1
4633	64	826	1
4634	64	2553	1
4635	64	1229	1
4636	64	742	1
4637	2704	2553	1
4638	2516	1395	1
4639	594	826	1
4640	263	1403	1
4641	1667	2047	1
4642	1667	677	1
4643	1667	336	1
4644	1667	2052	1
4645	1667	48	1
4646	197	2047	1
4647	197	1402	1
4648	1457	1646	1
4649	1457	2220	1
4650	1457	683	1
4651	1457	2047	1
4652	1457	826	1
4653	1457	1984	1
4654	1457	336	1
4655	1457	355	1
4656	1457	2553	1
4657	1457	1229	1
4658	1457	742	1
4659	1618	2047	1
4660	1618	336	1
4661	1323	60	1
4662	1752	383	1
4663	989	60	1
4664	1161	60	1
4665	2395	983	1
4666	2395	2487	1
4667	2395	2248	1
4668	2200	456	1
4669	2200	1229	1
4670	1455	1984	1
4671	736	2553	1
4672	2370	2553	1
4673	1231	383	1
4674	1098	2047	1
4675	1098	291	1
4676	1265	48	1
4677	1415	826	1
4678	1415	1984	1
4679	54	2671	1
4680	2673	2024	1
4681	2673	23	1
4682	2673	1743	1
4683	1000	826	1
4684	130	2553	1
4685	2322	1984	1
4686	454	2553	1
4687	299	291	1
4688	1834	1402	1
4689	1834	2047	1
4690	2304	2553	1
4691	68	291	1
4692	68	2052	1
4693	250	1984	1
4694	250	1229	1
4695	1426	60	1
4696	2162	1873	1
4697	666	186	1
4698	1653	1365	1
4699	1653	2553	1
4700	2271	1339	1
4701	2011	2220	1
4702	2011	826	1
4703	1275	921	1
4704	1275	617	1
4705	1275	1101	1
4706	1275	1339	1
4707	220	1171	1
4708	569	477	1
4709	1905	186	1
4710	1905	1073	1
4711	1905	1722	1
4712	1905	224	1
4713	1905	1668	1
4714	1905	355	1
4715	180	1337	1
4716	180	60	1
4717	180	2553	1
4718	818	2553	1
4719	165	2052	1
4720	53	1901	1
4721	1499	1984	1
4722	1676	1646	1
4723	1676	826	1
4724	1676	1984	1
4725	585	60	1
4726	1238	2553	1
4727	2592	60	1
4728	2592	2553	1
4729	1678	2553	1
4730	1117	2182	1
4731	997	826	1
4732	997	2553	1
4733	2111	2553	1
4734	2353	683	1
4735	2353	617	1
4736	2353	1122	1
4737	2353	2553	1
4738	2353	2661	1
4739	2353	2349	1
4740	1596	48	1
4741	1433	1789	1
4742	2646	1171	1
4743	710	1995	1
4744	2086	2251	1
4745	2086	2081	1
4746	2203	2553	1
4747	2277	2226	1
4748	1272	2226	1
4749	337	1101	1
4750	1790	2487	1
4751	1632	2487	1
4752	506	355	1
4753	2541	826	1
4754	1475	1984	1
4755	707	826	1
4756	707	1101	1
4757	1852	2553	1
4758	1009	1484	1
4759	1009	453	1
4760	1009	453	1
4761	2555	456	1
4762	2555	1229	1
4763	2486	291	1
4764	1128	291	1
4765	2063	2553	0
4766	158	2553	0
4767	620	2553	0
4768	1944	2553	0
4769	2581	2553	0
4770	1547	2553	0
4771	1467	2553	0
4772	2223	2553	0
4773	2706	2553	0
4774	636	2553	0
4775	471	2553	0
4776	281	2553	0
4777	2295	2553	0
4778	1052	2553	0
4779	1691	2553	0
4780	2214	2553	0
4781	2667	2553	0
4782	963	2553	0
4783	374	2553	0
4784	1116	2553	0
4785	1742	2553	0
4786	1718	2553	0
4787	1996	2553	0
4788	462	2553	0
4789	2347	2553	0
4790	427	2553	0
4791	641	2553	0
4792	649	2553	0
4793	1063	2553	0
4794	178	2553	0
4795	1998	2553	0
4796	881	2553	0
4797	1838	2553	0
4798	92	2553	0
4799	2209	2553	0
4800	2574	2553	0
4801	1069	2553	0
4802	1300	2553	0
4803	2085	2553	0
4804	831	2553	0
4805	243	2553	0
4806	1685	2553	0
4807	405	2553	0
4808	1111	2553	0
4809	535	2553	0
4810	1507	2553	0
4811	1068	2553	0
4812	887	2553	0
4813	1780	2553	0
4814	1200	2553	0
4815	663	2553	0
4816	2611	2553	0
4817	1707	2553	0
4818	2319	2553	0
4819	199	2553	0
4820	429	2553	0
4821	387	2553	0
4822	375	2553	0
4823	288	2553	0
4824	1878	2553	0
4825	1848	2553	0
4826	2703	2553	0
4827	2032	2553	0
4828	1222	2553	0
4829	2004	2553	0
4830	855	2553	0
4831	1815	2553	0
4832	623	2553	0
4833	329	2553	0
4834	996	2553	0
4835	2090	2553	0
4836	577	2553	0
4837	1631	2553	0
4838	2530	2553	0
4839	2049	2553	0
4840	413	2553	0
4841	495	2553	0
4842	385	2553	0
4843	656	2553	0
4844	691	2553	0
4845	2721	2553	0
4846	630	2553	0
4847	866	2553	0
4848	0	2553	0
4849	678	2553	0
4850	939	2553	0
4851	1819	2553	0
4852	2621	2553	0
4853	1057	2553	0
4854	1579	2553	0
4855	131	2553	0
4856	166	2553	0
4857	16	2553	0
4858	1132	2553	0
4859	896	2553	0
4860	87	2553	0
4861	1855	2553	0
4862	1139	2553	0
4863	1194	2553	0
4864	1002	2553	0
4865	2268	2553	0
4866	1609	2553	0
4867	1489	2553	0
4868	376	2553	0
4869	570	2553	0
4870	745	2553	0
4871	84	2553	0
4872	957	2553	0
4873	583	2553	0
4874	2432	2553	0
4875	1812	2553	0
4876	542	2553	0
4877	1241	2553	0
4878	1088	2553	0
4879	2244	2553	0
4880	2595	2553	0
4881	304	2553	0
4882	2079	2553	0
4883	1207	2553	0
4884	731	2553	0
4885	2614	2553	0
4886	2628	2553	0
4887	564	2553	0
4888	61	2553	0
4889	1375	2553	0
4890	2586	2553	0
4891	2327	2553	0
4892	428	2553	0
4893	1243	2553	0
4894	2120	2553	0
4895	2685	2553	0
4896	2686	2553	0
4897	995	2553	0
4898	2529	2553	0
4899	1279	2553	0
4900	1881	2553	0
4901	79	2553	0
4902	1887	2553	0
4903	2171	2553	0
4904	735	2553	0
4905	509	2553	0
4906	2629	2553	0
4907	2418	2553	0
4908	247	2553	0
4909	1577	2553	0
4910	30	2553	0
4911	316	2553	0
4912	1208	2553	0
4913	718	2553	0
4914	1680	2553	0
4915	2438	2553	0
4916	2318	2553	0
4917	1320	2553	0
4918	1242	2553	0
4919	1938	2553	0
4920	1864	2553	0
4921	167	2553	0
4922	1544	2553	0
4923	1249	2553	0
4924	2531	2553	0
4925	1699	2553	0
4926	174	2553	0
4927	589	2553	0
4928	320	2553	0
4929	1443	2553	0
4930	1973	2553	0
4931	893	2553	0
4932	1964	2553	0
4933	2267	2553	0
4934	929	2553	0
4935	2442	2553	0
4936	2285	2553	0
4937	1112	2553	0
4938	932	2553	0
4939	1	2553	0
4940	812	2553	0
4941	2413	2553	0
4942	284	2553	0
4943	2464	2553	0
4944	1874	2553	0
4945	2441	2553	0
4946	1338	2553	0
4947	2729	2553	0
4948	1999	2553	0
4949	1740	2553	0
4950	2427	2553	0
4951	251	2553	0
4952	2718	2553	0
4953	1233	2553	0
4954	2058	2553	0
4955	1943	2553	0
4956	859	2553	0
4957	24	2553	0
4958	2069	2553	0
4959	917	2553	0
4960	25	2553	0
4961	1763	2553	0
4962	1325	2553	0
4963	397	2553	0
4964	1849	2553	0
4965	1438	2553	0
4966	1741	2553	0
4967	12	2553	0
4968	638	2553	0
4969	2670	2553	0
4970	1092	2553	0
4971	211	2553	0
4972	2215	2553	0
4973	2414	2553	0
4974	2305	2553	0
4975	2332	2553	0
4976	2645	2553	0
4977	1355	2553	0
4978	1148	2553	0
4979	2207	2553	0
4980	1156	2553	0
4981	1422	2553	0
4982	1008	2553	0
4983	448	2553	0
4984	634	2553	0
4985	1667	2553	0
4986	1265	2553	0
4987	1905	2553	0
4988	1596	2553	0
4989	2277	2553	0
4990	1272	2553	0
4991	1680	100	0
4992	2215	100	0
4993	243	100	0
4994	429	100	0
4995	59	100	0
4996	2703	100	0
4997	1544	100	0
4998	1375	100	0
4999	25	100	0
5000	2685	100	0
5001	2441	100	0
5002	320	100	0
5003	1222	100	0
5004	1156	100	0
5005	1780	936	0
5006	917	936	0
5007	2582	936	0
5008	308	936	0
5009	495	936	0
5010	2295	936	0
5011	329	936	0
5012	855	936	0
5013	893	936	0
5014	824	936	0
5015	462	936	0
5016	1156	2024	0
5017	2628	2024	0
5018	2209	2024	0
5019	2531	2024	0
5020	462	2495	0
5021	2527	2495	0
5022	2581	2495	0
5023	178	2495	0
5024	2347	2495	0
5025	2209	2495	0
5026	2090	2495	0
5027	812	2495	0
5028	1355	2495	0
5029	691	2495	0
5030	1881	2495	0
5031	1742	2495	0
5032	583	2495	0
5033	1905	2495	0
5034	1366	2495	0
5035	111	2495	0
5036	1780	2495	0
5037	304	2495	0
5038	1057	2495	0
5039	2332	2495	0
5040	84	1788	0
5041	2004	1788	0
5042	15	1788	0
5043	2438	1788	0
5044	887	1788	0
5045	1300	1788	0
5046	24	1788	0
5047	733	48	0
5048	566	48	0
5049	274	48	0
5050	16	48	0
5051	2335	48	0
5052	741	48	0
5053	1034	48	0
5054	783	48	0
5055	162	48	0
5056	1599	48	0
5057	1924	48	0
5058	1336	48	0
5059	8	48	0
5060	457	48	0
5061	382	48	0
5062	1538	48	0
5063	1626	48	0
5064	739	48	0
5065	556	48	0
5066	1074	48	0
5067	1993	48	0
5068	1483	48	0
5069	1091	48	0
5070	1292	48	0
5071	2437	48	0
5072	2040	48	0
5073	2562	48	0
5074	2012	48	0
5075	1247	48	0
5076	227	48	0
5077	229	48	0
5078	1553	48	0
5079	32	48	0
5080	2118	48	0
5081	705	48	0
5082	2241	48	0
5083	2688	48	0
5084	2446	48	0
5085	1075	48	0
5086	419	48	0
5087	1877	48	0
5088	72	48	0
5089	393	48	0
5090	2328	48	0
5091	1923	48	0
5092	2560	48	0
5093	375	48	0
5094	2138	48	0
5095	1661	48	0
5096	2319	48	0
5097	2390	48	0
5098	630	48	0
5099	269	48	0
5100	492	48	0
5101	2461	48	0
5102	933	48	0
5103	722	48	0
5104	2294	48	0
5105	1720	48	0
5106	21	48	0
5107	2620	48	0
5108	218	48	0
5109	1885	48	0
5110	2190	48	0
5111	1688	48	0
5112	2586	48	0
5113	2358	48	0
5114	2597	48	0
5115	2361	48	0
5116	2728	48	0
5117	1869	48	0
5118	1639	48	0
5119	1096	48	0
5120	1665	48	0
5121	1824	48	0
5122	2695	48	0
5123	302	48	0
5124	35	48	0
5125	11	48	0
5126	50	48	0
5127	1641	48	0
5128	1445	48	0
5129	940	48	0
5130	1059	48	0
5131	1733	48	0
5132	2201	48	0
5133	123	48	0
5134	1604	48	0
5135	736	48	0
5136	1644	48	0
5137	1783	48	0
5138	2252	48	0
5139	2116	48	0
5140	2334	2226	0
5141	664	2226	0
5142	1987	2226	0
5143	1880	2226	0
5144	1592	2226	0
5145	1890	2226	0
5146	2380	2226	0
5147	506	2226	0
5148	1895	2226	0
5149	1227	2226	0
5150	110	2226	0
5151	1630	2226	0
5152	1044	2226	0
5153	969	2226	0
5154	155	2226	0
5155	1480	2226	0
5156	1040	2226	0
5157	2394	2226	0
5158	1676	2226	0
5159	1140	2226	0
5160	2149	2226	0
5161	429	2226	0
5162	78	2226	0
5163	1195	2226	0
5164	2569	2226	0
5165	1737	2226	0
5166	2563	2226	0
5167	682	2226	0
5168	2098	2226	0
5169	2038	2226	0
5170	2476	2226	0
5171	2548	2226	0
5172	802	2226	0
5173	1696	2226	0
5174	1172	2226	0
5175	2564	2226	0
5176	67	2226	0
5177	2473	2226	0
5178	2401	2226	0
5179	1254	2226	0
5180	1097	2226	0
5181	2201	2226	0
5182	342	2226	0
5183	924	2226	0
5184	1703	2226	0
5185	1342	2226	0
5186	2681	2226	0
5187	244	2226	0
5188	1636	2226	0
5189	1001	2226	0
5190	27	2226	0
5191	2247	2226	0
5192	115	2226	0
5193	1562	2226	0
5194	2140	2226	0
5195	375	2226	0
5196	2265	2226	0
5197	905	2226	0
5198	1937	2226	0
5199	432	2226	0
5200	431	2226	0
5201	1185	2226	0
5202	1251	2226	0
5203	2717	2226	0
5204	1360	2226	0
5205	142	2226	0
5206	2578	2226	0
5207	2274	2226	0
5208	1125	2226	0
5209	890	2226	0
5210	2184	2226	0
5211	497	2226	0
5212	235	2226	0
5213	14	2226	0
5214	2374	2226	0
5215	1869	2226	0
5216	766	2226	0
5217	130	2226	0
5218	303	2226	0
5219	1084	2226	0
5220	2023	2226	0
5221	689	2226	0
5222	1154	2226	0
5223	2276	2226	0
5224	32	2226	0
5225	1089	2226	0
5226	1701	2226	0
5227	1810	2226	0
5228	2662	2226	0
5229	175	2226	0
5230	156	2226	0
5231	1582	2226	0
5232	2311	2226	0
5233	2018	2226	0
5234	2432	2226	0
5235	2097	2226	0
5236	1644	2226	0
5237	2025	2226	0
5238	974	2226	0
5239	38	2226	0
5240	2390	2226	0
5241	2499	2226	0
5242	1147	2226	0
5243	1209	2226	0
5244	2203	2226	0
5245	2700	2226	0
5246	316	1531	0
5247	160	1531	0
5248	167	1531	0
5249	929	1531	0
5250	2527	1531	0
5251	1300	1333	0
5252	429	1333	0
5253	1507	1333	0
5254	59	1333	0
5255	1156	1333	0
5256	691	1333	0
5257	24	1333	0
5258	1069	1333	0
5259	284	1333	0
5260	2191	1333	0
5261	281	1333	0
5262	405	1333	0
5263	247	1333	0
5264	2418	1333	0
5265	2614	1333	0
5266	1998	1333	0
5267	2207	1333	0
5268	2581	1333	0
5269	2347	1333	0
5270	1325	1333	0
5271	2277	1333	0
5272	1609	1333	0
5273	448	1365	0
5274	2277	1365	0
5275	1680	1365	0
5276	1609	1365	0
5277	2063	1365	0
5278	876	1365	0
5279	1186	1365	0
5280	1208	1365	0
5281	812	1365	0
5282	2413	1365	0
5283	1880	1365	0
5284	963	1365	0
5285	0	1365	0
5286	1964	1365	0
5287	1507	1365	0
5288	1996	1365	0
5289	1194	1365	0
5290	2686	1365	0
5291	1999	1365	0
5292	2595	1365	0
5293	1864	1365	0
5294	376	1365	0
5295	2215	1365	0
5296	2319	1365	0
5297	1325	1365	0
5298	1207	1365	0
5299	2729	1365	0
5300	1944	1365	0
5301	881	1365	0
5302	1763	1365	0
5303	1934	1365	0
5304	1069	1365	0
5305	320	1365	0
5306	132	1365	0
5307	636	1365	0
5308	1300	1365	0
5309	731	1365	0
5310	2582	1365	0
5311	178	1365	0
5312	2090	1365	0
5313	995	1365	0
5314	2120	1365	0
5315	243	1365	0
5316	397	1365	0
5317	12	1365	0
5318	2670	1365	0
5319	2581	1365	0
5320	427	1365	0
5321	1740	1365	0
5322	387	1365	0
5323	84	1365	0
5324	2191	1365	0
5325	1355	1365	0
5326	79	1365	0
5327	1973	1365	0
5328	2442	1365	0
5329	1052	1365	0
5330	1233	1365	0
5331	1699	1365	0
5332	1242	1365	0
5333	1422	1365	0
5334	2586	1365	0
5335	2531	1365	0
5336	917	1365	0
5337	735	1365	0
5338	281	1365	0
5339	2685	1365	0
5340	304	1365	0
5341	1971	1365	0
5342	1366	1365	0
5343	1008	1365	0
5344	623	1365	0
5345	1943	1365	0
5346	385	1365	0
5347	199	1365	0
5348	1116	1365	0
5349	374	1365	0
5350	375	1365	0
5351	2527	1365	0
5352	583	1365	0
5353	1579	1365	0
5354	1691	1365	0
5355	1855	1365	0
5356	316	1365	0
5357	1741	1365	0
5358	15	1365	0
5359	1338	1365	0
5360	2223	1365	0
5361	1874	1365	0
5362	1063	1365	0
5363	308	1365	0
5364	638	1365	0
5365	1	1365	0
5366	1112	1365	0
5367	855	1365	0
5368	2058	1365	0
5369	1467	1365	0
5370	939	1365	0
5371	2347	1365	0
5372	1878	1365	0
5373	1767	1365	0
5374	2295	1365	0
5375	92	1365	0
5376	166	1365	0
5377	630	1365	0
5378	1849	1365	0
5379	2464	1365	0
5380	2427	1365	0
5381	2629	1365	0
5382	495	1365	0
5383	2645	1365	0
5384	2414	1365	0
5385	1443	1365	0
5386	577	1365	0
5387	251	1365	0
5388	1111	1365	0
5389	2611	1365	0
5390	1200	1365	0
5391	634	1365	0
5392	1320	1365	0
5393	1838	1365	0
5394	2285	1365	0
5395	535	1365	0
5396	61	1365	0
5397	745	1365	0
5398	2305	1365	0
5399	25	1365	0
5400	131	1365	0
5401	30	1365	0
5402	932	1365	0
5403	691	1365	0
5404	893	1365	0
5405	1667	1365	0
5406	1088	1365	0
5407	996	1365	0
5408	641	1365	0
5409	2718	1365	0
5410	1815	1365	0
5411	1132	1365	0
5412	2614	1365	0
5413	1544	1365	0
5414	111	1365	0
5415	893	1682	0
5416	709	1682	0
5417	1596	1682	0
5418	887	1682	0
5419	2209	1682	0
5420	284	1682	0
5421	1355	1682	0
5422	12	1682	0
5423	2267	1682	0
5424	308	1682	0
5425	281	1682	0
5426	2215	1682	0
5427	1265	1682	0
5428	1880	1682	0
5429	1320	1682	0
5430	1438	1682	0
5431	1544	1682	0
5432	2595	1682	0
5433	1148	1682	0
5434	2582	1682	0
5435	2120	1682	0
5436	812	1682	0
5437	251	1682	0
5438	427	1682	0
5439	2667	1682	0
5440	2432	1682	0
5441	2442	1682	0
5442	1366	1682	0
5443	1699	1682	0
5444	620	1682	0
5445	1878	1682	0
5446	1507	1682	0
5447	24	1682	0
5448	374	1682	0
5449	735	1682	0
5450	167	1682	0
5451	132	1682	0
5452	1740	1682	0
5453	2438	1682	0
5454	1057	1682	0
5455	2721	1682	0
5456	397	1682	0
5457	1631	1682	0
5458	1366	2402	0
5459	1233	2402	0
5460	1691	2402	0
5461	1685	2402	0
5462	634	2402	0
5463	413	2402	0
5464	304	2436	0
5465	2645	2436	0
5466	636	2436	0
5467	1685	2436	0
5468	831	2436	0
5469	2285	2436	0
5470	2706	2436	0
5471	84	1205	0
5472	893	1205	0
5473	2442	1205	0
5474	329	477	0
5475	1068	477	0
5476	583	477	0
5477	2223	477	0
5478	1186	477	0
5479	2327	477	0
5480	2667	477	0
5481	718	477	0
5482	1943	477	0
5483	1366	477	0
5484	2214	477	0
5485	2721	477	0
5486	1685	477	0
5487	1052	477	0
5488	1272	477	0
5489	2729	477	0
5490	564	477	0
5491	1819	477	0
5492	1609	477	0
5493	1631	477	0
5494	1063	477	0
5495	957	477	0
5496	866	477	0
5497	731	477	0
5498	996	477	0
5499	243	477	0
5500	158	477	0
5501	2215	477	0
5502	570	477	0
5503	1838	477	0
5504	1934	477	0
5505	1338	477	0
5506	589	477	0
5507	2069	477	0
5508	893	477	0
5509	2207	477	0
5510	2079	742	0
5511	963	742	0
5512	81	742	0
5513	1609	742	0
5514	1718	742	0
5515	397	742	0
5516	281	742	0
5517	25	742	0
5518	1355	742	0
5519	634	742	0
5520	2171	742	0
5521	691	742	0
5522	2267	742	0
5523	929	742	0
5524	376	742	0
5525	1241	742	0
5526	16	742	0
5527	1998	742	0
5528	1116	742	0
5529	735	742	0
5530	251	742	0
5531	1233	742	0
5532	1973	742	0
5533	2729	742	0
5534	1667	742	0
5535	1088	742	0
5536	917	742	0
5537	12	742	0
5538	2531	742	0
5539	1943	742	0
5540	2063	742	0
5541	1069	742	0
5542	320	742	0
5543	1887	742	0
5544	1909	742	0
5545	2530	742	0
5546	1740	742	0
5547	387	742	0
5548	2645	742	0
5549	84	742	0
5550	2614	742	0
5551	1699	742	0
